ethnic,concept_order,tag,feature_type,core_concept,concept,concept_key,normalized_form,component_tokens,confidence,source_intermediate_proto_from_reduction,lexicon_stage_used,lexicon_family_bucket,note
Old Czech/Moravian,80,limnonym,marsh,texture and sensation,bog,bog,boloto,bog,Medium,Proto-Balto-Slavic; Proto-Slavic,Proto-Slavic,Slavic,"Normalized placename stem; ASCII only, no reconstruction marks or diacritics."
Old Czech/Moravian,81,limnonym,marsh,texture and sensation,fen,fen,triasina,fen,Medium,Proto-Balto-Slavic; Proto-Slavic,Proto-Slavic,Slavic,"Normalized placename stem; ASCII only, no reconstruction marks or diacritics."
Old Czech/Moravian,82,limnonym,marsh,texture and sensation,reedy water,reedy_water,trst voda,reed + water,Working,Proto-Balto-Slavic; Proto-Slavic,Proto-Slavic,Slavic,Compositional placename seed built from normalized stems; grammar/inflection not applied.
Old Czech/Moravian,83,limnonym,marsh,texture and sensation,wet plain,wet_plain,mokr polje,wet + plain,Working,Proto-Balto-Slavic; Proto-Slavic,Proto-Slavic,Slavic,Compositional placename seed built from normalized stems; grammar/inflection not applied.
Old Czech/Moravian,84,limnonym,marsh,texture and sensation,shallow sludge,shallow_sludge,melk il,shallow + sludge,Working,Proto-Balto-Slavic; Proto-Slavic,Proto-Slavic,Slavic,Compositional placename seed built from normalized stems; grammar/inflection not applied.
Old Czech/Moravian,85,potamonym,river,movement and visibility,that which flows,that_which_flows,tekoci to,flowing + thing,Working,Proto-Balto-Slavic; Proto-Slavic,Proto-Slavic,Slavic,Compositional placename seed built from normalized stems; grammar/inflection not applied.
Old Czech/Moravian,86,potamonym,river,movement and visibility,running stream,running_stream,begoci potok,running + stream,Working,Proto-Balto-Slavic; Proto-Slavic,Proto-Slavic,Slavic,Compositional placename seed built from normalized stems; grammar/inflection not applied.
Old Czech/Moravian,87,potamonym,river,movement and visibility,dark one,dark_one,temn edin,dark + one,Working,Proto-Balto-Slavic; Proto-Slavic,Proto-Slavic,Slavic,Compositional placename seed built from normalized stems; grammar/inflection not applied.
Old Czech/Moravian,88,potamonym,river,movement and visibility,bright one,bright_one,svetl edin,bright + one,Working,Proto-Balto-Slavic; Proto-Slavic,Proto-Slavic,Slavic,Compositional placename seed built from normalized stems; grammar/inflection not applied.
Old Czech/Moravian,89,potamonym,river,movement and visibility,muddy one,muddy_one,blatn edin,muddy + one,Working,Proto-Balto-Slavic; Proto-Slavic,Proto-Slavic,Slavic,Compositional placename seed built from normalized stems; grammar/inflection not applied.
Old Czech/Moravian,90,potamonym,river,movement and visibility,pure one,pure_one,cist edin,pure + one,Working,Proto-Balto-Slavic; Proto-Slavic,Proto-Slavic,Slavic,Compositional placename seed built from normalized stems; grammar/inflection not applied.
Old Czech/Moravian,91,thalassonym,ocean,concept and sensation,boundless,boundless,bezmezn,boundless,Medium,Proto-Balto-Slavic; Proto-Slavic,Proto-Slavic,Slavic,"Normalized placename stem; ASCII only, no reconstruction marks or diacritics."
Old Czech/Moravian,92,thalassonym,ocean,concept and sensation,outer ring,outer_ring,vnesn kolo,outer + ring,Working,Proto-Balto-Slavic; Proto-Slavic,Proto-Slavic,Slavic,Compositional placename seed built from normalized stems; grammar/inflection not applied.
Old Czech/Moravian,93,thalassonym,ocean,concept and sensation,endless void,endless_void,beskonc pust,endless + void,Working,Proto-Balto-Slavic; Proto-Slavic,Proto-Slavic,Slavic,Compositional placename seed built from normalized stems; grammar/inflection not applied.
Old Czech/Moravian,94,thalassonym,ocean,concept and sensation,great circle,great_circle,velik krug,great + circle,Working,Proto-Balto-Slavic; Proto-Slavic,Proto-Slavic,Slavic,Compositional placename seed built from normalized stems; grammar/inflection not applied.
Old Czech/Moravian,95,thalassonym,ocean,concept and sensation,encircling current,encircling_current,okolo tok,encircling + current,Working,Proto-Balto-Slavic; Proto-Slavic,Proto-Slavic,Slavic,Compositional placename seed built from normalized stems; grammar/inflection not applied.
Old Czech/Moravian,96,thalassonym,sea,texture and sensation,salt water,salt_water,solen voda,salt + water,Working,Proto-Balto-Slavic; Proto-Slavic,Proto-Slavic,Slavic,Compositional placename seed built from normalized stems; grammar/inflection not applied.
Old Czech/Moravian,97,thalassonym,sea,texture and sensation,bitter water,bitter_water,gork voda,bitter + water,Working,Proto-Balto-Slavic; Proto-Slavic,Proto-Slavic,Slavic,Compositional placename seed built from normalized stems; grammar/inflection not applied.
Old Czech/Moravian,98,thalassonym,sea,texture and sensation,turbulent,turbulent,burn,turbulent,Medium,Proto-Balto-Slavic; Proto-Slavic,Proto-Slavic,Slavic,"Normalized placename stem; ASCII only, no reconstruction marks or diacritics."
Old Czech/Moravian,99,thalassonym,sea,texture and sensation,swelling expanse,swelling_expanse,napuh prostor,swelling + expanse,Working,Proto-Balto-Slavic; Proto-Slavic,Proto-Slavic,Slavic,Compositional placename seed built from normalized stems; grammar/inflection not applied.
Old Czech/Moravian,100,thalassonym,gulf,anatomy and geometry,bay,bay,zaliv,bay,Medium,Proto-Balto-Slavic; Proto-Slavic,Proto-Slavic,Slavic,"Normalized placename stem; ASCII only, no reconstruction marks or diacritics."
Old Czech/Moravian,101,thalassonym,gulf,anatomy and geometry,deep hollow,deep_hollow,glubok duplo,deep + hollow,Working,Proto-Balto-Slavic; Proto-Slavic,Proto-Slavic,Slavic,Compositional placename seed built from normalized stems; grammar/inflection not applied.
Old Czech/Moravian,102,thalassonym,gulf,anatomy and geometry,pocket,pocket,nedra,pocket,Medium,Proto-Balto-Slavic; Proto-Slavic,Proto-Slavic,Slavic,"Normalized placename stem; ASCII only, no reconstruction marks or diacritics."
Old Czech/Moravian,103,thalassonym,gulf,anatomy and geometry,wide embrace of coast,wide_embrace_of_coast,sirok objem breg,wide + embrace + coast,Working,Proto-Balto-Slavic; Proto-Slavic,Proto-Slavic,Slavic,Compositional placename seed built from normalized stems; grammar/inflection not applied.
Old Czech/Moravian,104,pedionym,plain,geometry and visibility,flat land,flat_land,ravn zemlja,flat + land,Working,Proto-Balto-Slavic; Proto-Slavic,Proto-Slavic,Slavic,Compositional placename seed built from normalized stems; grammar/inflection not applied.
Old Czech/Moravian,105,pedionym,plain,geometry and visibility,open space,open_space,otkrit prostor,open + space,Working,Proto-Balto-Slavic; Proto-Slavic,Proto-Slavic,Slavic,Compositional placename seed built from normalized stems; grammar/inflection not applied.
Old Czech/Moravian,106,pedionym,plain,geometry and visibility,spread out,spread_out,prostrti von,spread + out,Working,Proto-Balto-Slavic; Proto-Slavic,Proto-Slavic,Slavic,Compositional placename seed built from normalized stems; grammar/inflection not applied.
Old Czech/Moravian,107,pedionym,plain,geometry and visibility,where eye reaches,where_eye_reaches,oko doseg,eye + reaches,Working,Proto-Balto-Slavic; Proto-Slavic,Proto-Slavic,Slavic,Compositional placename seed built from normalized stems; grammar/inflection not applied.
Old Czech/Moravian,108,pedionym,plain,geometry and visibility,treeless expanse,treeless_expanse,bezdrevn prostor,treeless + expanse,Working,Proto-Balto-Slavic; Proto-Slavic,Proto-Slavic,Slavic,Compositional placename seed built from normalized stems; grammar/inflection not applied.
Old Czech/Moravian,109,pedionym,grassland,utility and vegetation,meadow,meadow,luka,meadow,Medium,Proto-Balto-Slavic; Proto-Slavic,Proto-Slavic,Slavic,"Normalized placename stem; ASCII only, no reconstruction marks or diacritics."
Old Czech/Moravian,110,pedionym,grassland,utility and vegetation,pasture land,pasture_land,pasovisko zemlja,pasture + land,Working,Proto-Balto-Slavic; Proto-Slavic,Proto-Slavic,Slavic,Compositional placename seed built from normalized stems; grammar/inflection not applied.
Old Czech/Moravian,111,pedionym,grassland,utility and vegetation,green expanse,green_expanse,zelen prostor,green + expanse,Working,Proto-Balto-Slavic; Proto-Slavic,Proto-Slavic,Slavic,Compositional placename seed built from normalized stems; grammar/inflection not applied.
Old Czech/Moravian,112,pedionym,grassland,utility and vegetation,grazing field,grazing_field,pasa pole,grazing + field,Working,Proto-Balto-Slavic; Proto-Slavic,Proto-Slavic,Slavic,Compositional placename seed built from normalized stems; grammar/inflection not applied.
Old Czech/Moravian,113,pedionym,steppe,geometry and visibility,barren plain,barren_plain,jalov polje,barren + plain,Working,Proto-Balto-Slavic; Proto-Slavic,Proto-Slavic,Slavic,Compositional placename seed built from normalized stems; grammar/inflection not applied.
Old Czech/Moravian,114,pedionym,steppe,geometry and visibility,dry flat land,dry_flat_land,suh ravn zemlja,dry + flat + land,Working,Proto-Balto-Slavic; Proto-Slavic,Proto-Slavic,Slavic,Compositional placename seed built from normalized stems; grammar/inflection not applied.
Old Czech/Moravian,115,pedionym,steppe,geometry and visibility,wide wasteland,wide_wasteland,sirok pustinja,wide + wasteland,Working,Proto-Balto-Slavic; Proto-Slavic,Proto-Slavic,Slavic,Compositional placename seed built from normalized stems; grammar/inflection not applied.
Old Czech/Moravian,116,pedionym,steppe,geometry and visibility,horizon floor,horizon_floor,obzor dno,horizon + floor,Working,Proto-Balto-Slavic; Proto-Slavic,Proto-Slavic,Slavic,Compositional placename seed built from normalized stems; grammar/inflection not applied.
Old Czech/Moravian,117,speleonym,cave,anatomy and hollows,mouth,mouth_117,usta,mouth,Medium,Proto-Balto-Slavic; Proto-Slavic,Proto-Slavic,Slavic,"Normalized placename stem; ASCII only, no reconstruction marks or diacritics."
Old Czech/Moravian,118,speleonym,cave,anatomy and hollows,throat,throat,gordlo,throat,Medium,Proto-Balto-Slavic; Proto-Slavic,Proto-Slavic,Slavic,"Normalized placename stem; ASCII only, no reconstruction marks or diacritics."
Old Czech/Moravian,119,speleonym,cave,anatomy and hollows,hollow,hollow,duplo,hollow,Medium,Proto-Balto-Slavic; Proto-Slavic,Proto-Slavic,Slavic,"Normalized placename stem; ASCII only, no reconstruction marks or diacritics."
Old Czech/Moravian,120,speleonym,cave,anatomy and hollows,deep dark womb,deep_dark_womb,glubok temn nedra,deep + dark + womb,Working,Proto-Balto-Slavic; Proto-Slavic,Proto-Slavic,Slavic,Compositional placename seed built from normalized stems; grammar/inflection not applied.
Old Czech/Moravian,121,speleonym,cave,anatomy and hollows,subterranean shelter,subterranean_shelter,podzemn krov,subterranean + shelter,Working,Proto-Balto-Slavic; Proto-Slavic,Proto-Slavic,Slavic,Compositional placename seed built from normalized stems; grammar/inflection not applied.
Old Czech/Moravian,122,speleonym,cavern,anatomy and hollows,deep rift,deep_rift,glubok razselina,deep + rift,Working,Proto-Balto-Slavic; Proto-Slavic,Proto-Slavic,Slavic,Compositional placename seed built from normalized stems; grammar/inflection not applied.
Old Czech/Moravian,123,speleonym,cavern,anatomy and hollows,cleft in rock,cleft_in_rock,sceplina skala,cleft + rock,Working,Proto-Balto-Slavic; Proto-Slavic,Proto-Slavic,Slavic,Compositional placename seed built from normalized stems; grammar/inflection not applied.
Old Czech/Moravian,124,speleonym,cavern,anatomy and hollows,underground chamber,underground_chamber,podzemlje komora,underground + chamber,Working,Proto-Balto-Slavic; Proto-Slavic,Proto-Slavic,Slavic,Compositional placename seed built from normalized stems; grammar/inflection not applied.
Old Czech/Moravian,125,speleonym,cavern,anatomy and hollows,abyss,abyss,bezdan,abyss,Medium,Proto-Balto-Slavic; Proto-Slavic,Proto-Slavic,Slavic,"Normalized placename stem; ASCII only, no reconstruction marks or diacritics."
Old Danish,1,hydronym,river,movement and sound,to flow,to_flow,fleutan,flow_v,Medium,Proto-Germanic; Proto-Norse; Old East Norse,Old East Norse / Proto-Norse,Germanic,"Normalized placename stem; ASCII only, no reconstruction marks or diacritics."
Old Danish,2,hydronym,river,movement and sound,to run,to_run,rinnan,run_v,Medium,Proto-Germanic; Proto-Norse; Old East Norse,Old East Norse / Proto-Norse,Germanic,"Normalized placename stem; ASCII only, no reconstruction marks or diacritics."
Old Danish,3,hydronym,river,movement and sound,to rush,to_rush,rusan,rush_v,Medium,Proto-Germanic; Proto-Norse; Old East Norse,Old East Norse / Proto-Norse,Germanic,"Normalized placename stem; ASCII only, no reconstruction marks or diacritics."
Old Danish,4,hydronym,river,movement and sound,to roll,to_roll,weltan,roll_v,Medium,Proto-Germanic; Proto-Norse; Old East Norse,Old East Norse / Proto-Norse,Germanic,"Normalized placename stem; ASCII only, no reconstruction marks or diacritics."
Old Danish,5,hydronym,river,movement and sound,to murmur,to_murmur,murmlan,murmur_v,Medium,Proto-Germanic; Proto-Norse; Old East Norse,Old East Norse / Proto-Norse,Germanic,"Normalized placename stem; ASCII only, no reconstruction marks or diacritics."
Old Danish,6,hydronym,river,movement and sound,to roar,to_roar,remjan,roar_v,Medium,Proto-Germanic; Proto-Norse; Old East Norse,Old East Norse / Proto-Norse,Germanic,"Normalized placename stem; ASCII only, no reconstruction marks or diacritics."
Old Danish,7,hydronym,river,movement and sound,noisy one,noisy_one,hlud ain,noisy + one,Working,Proto-Germanic; Proto-Norse; Old East Norse,Old East Norse / Proto-Norse,Germanic,Compositional placename seed built from normalized stems; grammar/inflection not applied.
Old Danish,8,hydronym,river,movement and sound,fast-moving current,fast_moving_current,snell farand straum,fast + moving + current,Working,Proto-Germanic; Proto-Norse; Old East Norse,Old East Norse / Proto-Norse,Germanic,Compositional placename seed built from normalized stems; grammar/inflection not applied.
Old Danish,9,hydronym,lake,visibility and stagnation,standing water,standing_water,standand watar,standing + water,Working,Proto-Germanic; Proto-Norse; Old East Norse,Old East Norse / Proto-Norse,Germanic,Compositional placename seed built from normalized stems; grammar/inflection not applied.
Old Danish,10,hydronym,lake,visibility and stagnation,bright sheet,bright_sheet,berht blad,bright + sheet,Working,Proto-Germanic; Proto-Norse; Old East Norse,Old East Norse / Proto-Norse,Germanic,Compositional placename seed built from normalized stems; grammar/inflection not applied.
Old Danish,11,hydronym,lake,visibility and stagnation,mirror,mirror,spegil,mirror,Medium,Proto-Germanic; Proto-Norse; Old East Norse,Old East Norse / Proto-Norse,Germanic,"Normalized placename stem; ASCII only, no reconstruction marks or diacritics."
Old Danish,12,hydronym,lake,visibility and stagnation,flat water,flat_water,flata watar,flat + water,Working,Proto-Germanic; Proto-Norse; Old East Norse,Old East Norse / Proto-Norse,Germanic,Compositional placename seed built from normalized stems; grammar/inflection not applied.
Old Danish,13,hydronym,lake,visibility and stagnation,basin,basin,bekin,basin,Medium,Proto-Germanic; Proto-Norse; Old East Norse,Old East Norse / Proto-Norse,Germanic,"Normalized placename stem; ASCII only, no reconstruction marks or diacritics."
Old Danish,14,hydronym,spring,action and sensation,to bubble up,to_bubble_up,wallan upp,bubble_v + up,Working,Proto-Germanic; Proto-Norse; Old East Norse,Old East Norse / Proto-Norse,Germanic,Compositional placename seed built from normalized stems; grammar/inflection not applied.
Old Danish,15,hydronym,spring,action and sensation,to leap,to_leap,hlaupan,leap_v,Medium,Proto-Germanic; Proto-Norse; Old East Norse,Old East Norse / Proto-Norse,Germanic,"Normalized placename stem; ASCII only, no reconstruction marks or diacritics."
Old Danish,16,hydronym,spring,action and sensation,to well forth,to_well_forth,springan fram,well_v + forth,Working,Proto-Germanic; Proto-Norse; Old East Norse,Old East Norse / Proto-Norse,Germanic,Compositional placename seed built from normalized stems; grammar/inflection not applied.
Old Danish,17,hydronym,spring,action and sensation,living water,living_water,kwik watar,living + water,Working,Proto-Germanic; Proto-Norse; Old East Norse,Old East Norse / Proto-Norse,Germanic,Compositional placename seed built from normalized stems; grammar/inflection not applied.
Old Danish,18,hydronym,spring,action and sensation,eye of earth,eye_of_earth,augo ertho,eye + earth,Working,Proto-Germanic; Proto-Norse; Old East Norse,Old East Norse / Proto-Norse,Germanic,Compositional placename seed built from normalized stems; grammar/inflection not applied.
Old Danish,19,hydronym,well,utility and sensation,dug water,dug_water,graban watar,dug + water,Working,Proto-Germanic; Proto-Norse; Old East Norse,Old East Norse / Proto-Norse,Germanic,Compositional placename seed built from normalized stems; grammar/inflection not applied.
Old Danish,20,hydronym,well,utility and sensation,deep pit,deep_pit,deup grob,deep + pit,Working,Proto-Germanic; Proto-Norse; Old East Norse,Old East Norse / Proto-Norse,Germanic,Compositional placename seed built from normalized stems; grammar/inflection not applied.
Old Danish,21,hydronym,well,utility and sensation,sweet water,sweet_water,swot watar,sweet + water,Working,Proto-Germanic; Proto-Norse; Old East Norse,Old East Norse / Proto-Norse,Germanic,Compositional placename seed built from normalized stems; grammar/inflection not applied.
Old Danish,22,hydronym,well,utility and sensation,source,source,spring,source,Medium,Proto-Germanic; Proto-Norse; Old East Norse,Old East Norse / Proto-Norse,Germanic,"Normalized placename stem; ASCII only, no reconstruction marks or diacritics."
Old Danish,23,hydronym,well,utility and sensation,water hole,water_hole,watar hol,water + hole,Working,Proto-Germanic; Proto-Norse; Old East Norse,Old East Norse / Proto-Norse,Germanic,Compositional placename seed built from normalized stems; grammar/inflection not applied.
Old Danish,24,hydronym,fords,utility and navigation,crossing point,crossing_point,farth stad,crossing + point,Working,Proto-Germanic; Proto-Norse; Old East Norse,Old East Norse / Proto-Norse,Germanic,Compositional placename seed built from normalized stems; grammar/inflection not applied.
Old Danish,25,hydronym,fords,utility and navigation,shallow,shallow,grund,shallow,Medium,Proto-Germanic; Proto-Norse; Old East Norse,Old East Norse / Proto-Norse,Germanic,"Normalized placename stem; ASCII only, no reconstruction marks or diacritics."
Old Danish,26,hydronym,fords,utility and navigation,stepping place,stepping_place,stap stad,stepping + place,Working,Proto-Germanic; Proto-Norse; Old East Norse,Old East Norse / Proto-Norse,Germanic,Compositional placename seed built from normalized stems; grammar/inflection not applied.
Old Danish,27,hydronym,fords,utility and navigation,animal-passable path,animal_passable_path,deor gangbar weg,animal + passable + path,Working,Proto-Germanic; Proto-Norse; Old East Norse,Old East Norse / Proto-Norse,Germanic,Compositional placename seed built from normalized stems; grammar/inflection not applied.
Old Danish,28,oronym,mountain,anatomy and visibility,head,head,haubid,head,Medium,Proto-Germanic; Proto-Norse; Old East Norse,Old East Norse / Proto-Norse,Germanic,"Normalized placename stem; ASCII only, no reconstruction marks or diacritics."
Old Danish,29,oronym,mountain,anatomy and visibility,peak,peak,topp,peak,Medium,Proto-Germanic; Proto-Norse; Old East Norse,Old East Norse / Proto-Norse,Germanic,"Normalized placename stem; ASCII only, no reconstruction marks or diacritics."
Old Danish,30,oronym,mountain,anatomy and visibility,summit,summit,berg,summit,Medium,Proto-Germanic; Proto-Norse; Old East Norse,Old East Norse / Proto-Norse,Germanic,"Normalized placename stem; ASCII only, no reconstruction marks or diacritics."
Old Danish,31,oronym,mountain,anatomy and visibility,stone massif,stone_massif,stain berg,stone + massif,Working,Proto-Germanic; Proto-Norse; Old East Norse,Old East Norse / Proto-Norse,Germanic,Compositional placename seed built from normalized stems; grammar/inflection not applied.
Old Danish,32,oronym,mountain,anatomy and visibility,high white hill,high_white_hill,hauh hwit berg,high + white + hill,Working,Proto-Germanic; Proto-Norse; Old East Norse,Old East Norse / Proto-Norse,Germanic,Compositional placename seed built from normalized stems; grammar/inflection not applied.
Old Danish,33,oronym,mountain,anatomy and visibility,cloud-cleaver,cloud_cleaver,wolkan klib,cloud + cleaver,Working,Proto-Germanic; Proto-Norse; Old East Norse,Old East Norse / Proto-Norse,Germanic,Compositional placename seed built from normalized stems; grammar/inflection not applied.
Old Danish,34,oronym,ridge,anatomy and geometry,spine,spine,hrygg,spine,Medium,Proto-Germanic; Proto-Norse; Old East Norse,Old East Norse / Proto-Norse,Germanic,"Normalized placename stem; ASCII only, no reconstruction marks or diacritics."
Old Danish,35,oronym,ridge,anatomy and geometry,backbone,backbone,bakbain,backbone,Medium,Proto-Germanic; Proto-Norse; Old East Norse,Old East Norse / Proto-Norse,Germanic,"Normalized placename stem; ASCII only, no reconstruction marks or diacritics."
Old Danish,36,oronym,ridge,anatomy and geometry,saw,saw,sagu,saw,Medium,Proto-Germanic; Proto-Norse; Old East Norse,Old East Norse / Proto-Norse,Germanic,"Normalized placename stem; ASCII only, no reconstruction marks or diacritics."
Old Danish,37,oronym,ridge,anatomy and geometry,comb,comb,kamb,comb,Medium,Proto-Germanic; Proto-Norse; Old East Norse,Old East Norse / Proto-Norse,Germanic,"Normalized placename stem; ASCII only, no reconstruction marks or diacritics."
Old Danish,38,oronym,ridge,anatomy and geometry,long crest,long_crest,lang hrygg,long + crest,Working,Proto-Germanic; Proto-Norse; Old East Norse,Old East Norse / Proto-Norse,Germanic,Compositional placename seed built from normalized stems; grammar/inflection not applied.
Old Danish,39,oronym,ridge,anatomy and geometry,ridge line,ridge_line,hrygg linja,ridge + line,Working,Proto-Germanic; Proto-Norse; Old East Norse,Old East Norse / Proto-Norse,Germanic,Compositional placename seed built from normalized stems; grammar/inflection not applied.
Old Danish,40,oronym,hill,anatomy and geometry,brow,brow,bruwa,brow,Medium,Proto-Germanic; Proto-Norse; Old East Norse,Old East Norse / Proto-Norse,Germanic,"Normalized placename stem; ASCII only, no reconstruction marks or diacritics."
Old Danish,41,oronym,hill,anatomy and geometry,breast,breast,brust,breast,Medium,Proto-Germanic; Proto-Norse; Old East Norse,Old East Norse / Proto-Norse,Germanic,"Normalized placename stem; ASCII only, no reconstruction marks or diacritics."
Old Danish,42,oronym,hill,anatomy and geometry,mound,mound,haug,mound,Medium,Proto-Germanic; Proto-Norse; Old East Norse,Old East Norse / Proto-Norse,Germanic,"Normalized placename stem; ASCII only, no reconstruction marks or diacritics."
Old Danish,43,oronym,hill,anatomy and geometry,heap,heap,haug,heap,Medium,Proto-Germanic; Proto-Norse; Old East Norse,Old East Norse / Proto-Norse,Germanic,"Normalized placename stem; ASCII only, no reconstruction marks or diacritics."
Old Danish,44,oronym,hill,anatomy and geometry,swelling,swelling,swellung,swelling,Medium,Proto-Germanic; Proto-Norse; Old East Norse,Old East Norse / Proto-Norse,Germanic,"Normalized placename stem; ASCII only, no reconstruction marks or diacritics."
Old Danish,45,oronym,hill,anatomy and geometry,small summit,small_summit,lutil berg,small + summit,Working,Proto-Germanic; Proto-Norse; Old East Norse,Old East Norse / Proto-Norse,Germanic,Compositional placename seed built from normalized stems; grammar/inflection not applied.
Old Danish,46,insular,island,isolation and geometry,cut off,cut_off,snid af,cut + off,Working,Proto-Germanic; Proto-Norse; Old East Norse,Old East Norse / Proto-Norse,Germanic,Compositional placename seed built from normalized stems; grammar/inflection not applied.
Old Danish,47,insular,island,isolation and geometry,in middle of water,in_middle_of_water,mid watar,middle + water,Working,Proto-Germanic; Proto-Norse; Old East Norse,Old East Norse / Proto-Norse,Germanic,Compositional placename seed built from normalized stems; grammar/inflection not applied.
Old Danish,48,insular,island,isolation and geometry,place apart,place_apart,stad sundar,place + apart,Working,Proto-Germanic; Proto-Norse; Old East Norse,Old East Norse / Proto-Norse,Germanic,Compositional placename seed built from normalized stems; grammar/inflection not applied.
Old Danish,49,insular,island,isolation and geometry,shield,shield,skild,shield,Medium,Proto-Germanic; Proto-Norse; Old East Norse,Old East Norse / Proto-Norse,Germanic,"Normalized placename stem; ASCII only, no reconstruction marks or diacritics."
Old Danish,50,insular,island,isolation and geometry,floating land,floating_land,flotand land,floating + land,Working,Proto-Germanic; Proto-Norse; Old East Norse,Old East Norse / Proto-Norse,Germanic,Compositional placename seed built from normalized stems; grammar/inflection not applied.
Old Danish,51,coastal,cape,anatomy and navigation,nose,nose,nasa,nose,Medium,Proto-Germanic; Proto-Norse; Old East Norse,Old East Norse / Proto-Norse,Germanic,"Normalized placename stem; ASCII only, no reconstruction marks or diacritics."
Old Danish,52,coastal,cape,anatomy and navigation,horn,horn,hurn,horn,Medium,Proto-Germanic; Proto-Norse; Old East Norse,Old East Norse / Proto-Norse,Germanic,"Normalized placename stem; ASCII only, no reconstruction marks or diacritics."
Old Danish,53,coastal,cape,anatomy and navigation,tongue,tongue,tungo,tongue,Medium,Proto-Germanic; Proto-Norse; Old East Norse,Old East Norse / Proto-Norse,Germanic,"Normalized placename stem; ASCII only, no reconstruction marks or diacritics."
Old Danish,54,coastal,cape,anatomy and navigation,forehead,forehead,forhaubid,forehead,Medium,Proto-Germanic; Proto-Norse; Old East Norse,Old East Norse / Proto-Norse,Germanic,"Normalized placename stem; ASCII only, no reconstruction marks or diacritics."
Old Danish,55,coastal,cape,anatomy and navigation,projection,projection,nasa,projection,Medium,Proto-Germanic; Proto-Norse; Old East Norse,Old East Norse / Proto-Norse,Germanic,"Normalized placename stem; ASCII only, no reconstruction marks or diacritics."
Old Danish,56,coastal,cape,anatomy and navigation,land's end,land_s_end,land andja,land + end,Working,Proto-Germanic; Proto-Norse; Old East Norse,Old East Norse / Proto-Norse,Germanic,Compositional placename seed built from normalized stems; grammar/inflection not applied.
Old Danish,57,coastal,natural harbor,utility and navigation,mouth,mouth_57,muth,mouth,Medium,Proto-Germanic; Proto-Norse; Old East Norse,Old East Norse / Proto-Norse,Germanic,"Normalized placename stem; ASCII only, no reconstruction marks or diacritics."
Old Danish,58,coastal,natural harbor,utility and navigation,embrace,embrace,fangan,embrace,Medium,Proto-Germanic; Proto-Norse; Old East Norse,Old East Norse / Proto-Norse,Germanic,"Normalized placename stem; ASCII only, no reconstruction marks or diacritics."
Old Danish,59,coastal,natural harbor,utility and navigation,shelter,shelter,skur,shelter,Medium,Proto-Germanic; Proto-Norse; Old East Norse,Old East Norse / Proto-Norse,Germanic,"Normalized placename stem; ASCII only, no reconstruction marks or diacritics."
Old Danish,60,coastal,natural harbor,utility and navigation,safe haven,safe_haven,frith habn,safe + haven,Working,Proto-Germanic; Proto-Norse; Old East Norse,Old East Norse / Proto-Norse,Germanic,Compositional placename seed built from normalized stems; grammar/inflection not applied.
Old Danish,61,coastal,natural harbor,utility and navigation,protected water,protected_water,wardad watar,protected + water,Working,Proto-Germanic; Proto-Norse; Old East Norse,Old East Norse / Proto-Norse,Germanic,Compositional placename seed built from normalized stems; grammar/inflection not applied.
Old Danish,62,coastal,natural harbor,utility and navigation,quiet anchorage,quiet_anchorage,still ankarstad,quiet + anchorage,Working,Proto-Germanic; Proto-Norse; Old East Norse,Old East Norse / Proto-Norse,Germanic,Compositional placename seed built from normalized stems; grammar/inflection not applied.
Old Danish,63,dryronym,forest,visibility and atmosphere,dark,dark,derk,dark,Medium,Proto-Germanic; Proto-Norse; Old East Norse,Old East Norse / Proto-Norse,Germanic,"Normalized placename stem; ASCII only, no reconstruction marks or diacritics."
Old Danish,64,dryronym,forest,visibility and atmosphere,shadow,shadow,skadu,shadow,Medium,Proto-Germanic; Proto-Norse; Old East Norse,Old East Norse / Proto-Norse,Germanic,"Normalized placename stem; ASCII only, no reconstruction marks or diacritics."
Old Danish,65,dryronym,forest,visibility and atmosphere,hidden place,hidden_place,hulid stad,hidden + place,Working,Proto-Germanic; Proto-Norse; Old East Norse,Old East Norse / Proto-Norse,Germanic,Compositional placename seed built from normalized stems; grammar/inflection not applied.
Old Danish,66,dryronym,forest,visibility and atmosphere,dense canopy,dense_canopy,thikk laub,dense + canopy,Working,Proto-Germanic; Proto-Norse; Old East Norse,Old East Norse / Proto-Norse,Germanic,Compositional placename seed built from normalized stems; grammar/inflection not applied.
Old Danish,67,dryronym,forest,visibility and atmosphere,timberland,timberland,widu land,timber + land,Working,Proto-Germanic; Proto-Norse; Old East Norse,Old East Norse / Proto-Norse,Germanic,Compositional placename seed built from normalized stems; grammar/inflection not applied.
Old Danish,68,dryronym,forest,visibility and atmosphere,wild outside,wild_outside,wild ut,wild + outside,Working,Proto-Germanic; Proto-Norse; Old East Norse,Old East Norse / Proto-Norse,Germanic,Compositional placename seed built from normalized stems; grammar/inflection not applied.
Old Danish,69,dryronym,woodland,utility and atmosphere,brush,brush,busk,brush,Medium,Proto-Germanic; Proto-Norse; Old East Norse,Old East Norse / Proto-Norse,Germanic,"Normalized placename stem; ASCII only, no reconstruction marks or diacritics."
Old Danish,70,dryronym,woodland,utility and atmosphere,thicket,thicket,thikket,thicket,Medium,Proto-Germanic; Proto-Norse; Old East Norse,Old East Norse / Proto-Norse,Germanic,"Normalized placename stem; ASCII only, no reconstruction marks or diacritics."
