source_id,source_file,source_line,section,subsection,date_text,history_year_from,history_year_to,history_year,date_quality,title,summary,wiki_links,parse_notes
invsrc_0202,Timeline of historic inventions.wiki,398,Agricultural and proto-agricultural eras,Classical antiquity and medieval era,10th century,901,1000,950,century,Fireworks,"Fireworks in Song dynasty China: Fireworks first appear in China during the Song dynasty (960–1279), in the early age of gunpowder. Fireworks could be purchased from market vendors; these were made of sticks of bamboo packed with gunpowder.",Fireworks;Song dynasty;China;gunpowder;bamboo,
invsrc_0203,Timeline of historic inventions.wiki,399,Agricultural and proto-agricultural eras,Classical antiquity and medieval era,974,974,974,974,exact,Fountain pen,Fountain pen: invented at the request of al-Mu'izz li-Din Allah in Arab Egypt.,Fountain pen;al-Mu'izz li-Din Allah;Egypt in the Middle Ages;Journal of Semitic Studies,
invsrc_0204,Timeline of historic inventions.wiki,403,Agricultural and proto-agricultural eras,Classical antiquity and medieval era,11th century,1001,1100,1050,century,Early versions of the Bessemer process are developed,Early versions of the Bessemer process are developed in China.,Bessemer process,
invsrc_0205,Timeline of historic inventions.wiki,404,Agricultural and proto-agricultural eras,Classical antiquity and medieval era,11th century,1001,1100,1050,century,Endless power-transmitting chain drive,Endless power-transmitting chain drive by Su Song for the development an astronomical clock (the Cosmic Engine).,Su Song,
invsrc_0206,Timeline of historic inventions.wiki,405,Agricultural and proto-agricultural eras,Classical antiquity and medieval era,11th century,1001,1100,1050,century,Calico was developed,"Calico was developed in Calicut, India.",Calico;Kozhikode,
invsrc_0207,Timeline of historic inventions.wiki,406,Agricultural and proto-agricultural eras,Classical antiquity and medieval era,1088,1088,1088,1088,exact,Movable type,"Movable type in Song dynasty China: The first record of a movable type system is in the Dream Pool Essays, which attributes the invention of the movable type to Bi Sheng.",Movable type;Song dynasty;China;Dream Pool Essays;Bi Sheng,
invsrc_0208,Timeline of historic inventions.wiki,413,Agricultural and proto-agricultural eras,Classical antiquity and medieval era,13th century,1201,1300,1250,century,Rocket,Rocket for military and recreational uses date back to at least 13th-century China.,Rocket,
invsrc_0209,Timeline of historic inventions.wiki,414,Agricultural and proto-agricultural eras,Classical antiquity and medieval era,13th century,1201,1300,1250,century,"Form of mechanical escapement, the verge escapement","The earliest form of mechanical escapement, the verge escapement in Europe.",mechanical escapement;verge escapement;Europe,
invsrc_0210,Timeline of historic inventions.wiki,415,Agricultural and proto-agricultural eras,Classical antiquity and medieval era,13th century,1201,1300,1250,century,Button,Buttons (combined with buttonholes) as a functional fastening for closing clothes appear first in Germany.,Button;Germany,
invsrc_0211,Timeline of historic inventions.wiki,416,Agricultural and proto-agricultural eras,Classical antiquity and medieval era,13th century,1201,1300,1250,century,Bomb,"Explosive bomb in Jin dynasty Manchuria: Explosive bombs are used in 1221 by the Jin dynasty against a Song dynasty city. The first accounts of bombs made of cast iron shells packed with explosive gunpowder are documented in the 13th century in China and are called ""thunder-crash bombs"", coined during a Jin dynasty.",Bomb;Jin dynasty (1115–1234);Song dynasty,
invsrc_0212,Timeline of historic inventions.wiki,417,Agricultural and proto-agricultural eras,Classical antiquity and medieval era,13th century,1201,1300,1250,century,Hand cannon,"Hand cannon in Yuan dynasty China: The earliest hand cannon dates to the 13th century based on archaeological evidence from a Heilongjiang excavation. There is also written evidence in the Yuanshi (1370) on Li Tang, an ethnic Jurchen commander under the Yuan dynasty who in 1288 suppresses the rebellion of the.",Hand cannon;Yuan dynasty;Heilongjiang;Jurchens,
invsrc_0213,Timeline of historic inventions.wiki,418,Agricultural and proto-agricultural eras,Classical antiquity and medieval era,13th century,1201,1300,1250,century,Snow goggles,"Earliest documented snow goggles, a type of sunglasses, made of flattened walrus or caribou ivory are used by the Inuit peoples in the arctic regions of North America. In China, the first sunglasses consisting of flat panes of smoky quartz are documented.","snow goggles;Canadian Museum of Civilization;Sterling Publishing Company, Inc.;Nanook of the North;smoky quartz",
invsrc_0214,Timeline of historic inventions.wiki,419,Agricultural and proto-agricultural eras,Classical antiquity and medieval era,13th century,1201,1300,1250,century,Double-entry bookkeeping,Double-entry bookkeeping in Italy.,Double-entry bookkeeping,
invsrc_0215,Timeline of historic inventions.wiki,420,Agricultural and proto-agricultural eras,Classical antiquity and medieval era,13th century - 14th century,1201,1300,1250,century,Worm gear cotton gin,Worm gear cotton gin in India.,Cotton gin;Pearson Education,
invsrc_0216,Timeline of historic inventions.wiki,421,Agricultural and proto-agricultural eras,Classical antiquity and medieval era,1277,1277,1277,1277,exact,Land mine,"Land mine in Song dynasty China: Textual evidence suggests that the first use of a land mine in history is by a Song dynasty brigadier general known as Lou Qianxia, who uses an 'enormous bomb' (huo pao) to kill Mongol soldiers invading Guangxi in 1277.",Land mine;Song dynasty;China;History of the Song dynasty;Guangxi,
invsrc_0217,Timeline of historic inventions.wiki,422,Agricultural and proto-agricultural eras,Classical antiquity and medieval era,1286,1286,1286,1286,exact,Eyeglasses,Eyeglasses in Italy.,Eyeglasses;Italy,
invsrc_0218,Timeline of historic inventions.wiki,425,Agricultural and proto-agricultural eras,Classical antiquity and medieval era,Early 14th century – Mid 14th century,1301,1400,1350,century,Huolongchushui,"Huolongchushui, the first Multistage rocket, was developed in Ming dynasty China and described in Huolongjing by Jiao Yu.",Huolongchushui;Multistage rocket;Ming dynasty;China;Huolongjing;Jiao Yu,
invsrc_0219,Timeline of historic inventions.wiki,427,Agricultural and proto-agricultural eras,Classical antiquity and medieval era,14th century,1301,1400,1350,century,Painting Canvas was first used,Painting Canvas was first used in Italy.,Canvas;Italy,
invsrc_0220,Timeline of historic inventions.wiki,428,Agricultural and proto-agricultural eras,Classical antiquity and medieval era,14th century,1301,1400,1350,century,Jacob's staff described,Jacob's staff described by Levi ben Gerson.,Jacob's staff;Levi ben Gerson,
invsrc_0221,Timeline of historic inventions.wiki,429,Agricultural and proto-agricultural eras,Classical antiquity and medieval era,14th century,1301,1400,1350,century,Naval mine,"Naval mine in Ming dynasty Mentioned in the Huolongjing military manuscript written by Jiao Yu (fl. 14th to early 15th century) and Liu Bowen (1311–1375), describing naval mines used at sea or on rivers and lakes, made of wrought iron and enclosed in an ox bladder. A later model is documented in Song Yingxing's.",Naval mine;Ming dynasty;Huolongjing;Jiao Yu;Liu Bowen;wrought iron;Song Yingxing,
invsrc_0222,Timeline of historic inventions.wiki,430,Agricultural and proto-agricultural eras,Classical antiquity and medieval era,14th century,1301,1400,1350,century,Bidriware,Bidriware in the Bahmani Sultanate in India.,Bidriware;Bahmani Sultanate;India,
invsrc_0223,Timeline of historic inventions.wiki,431,Agricultural and proto-agricultural eras,Classical antiquity and medieval era,1364,1364,1364,1364,exact,Handgun,first use of a handgun thumb|upright|The 15th-century invention of the [[printing press with movable type by the German Johannes Gutenberg. ]].,handgun;File:Handtiegelpresse von 1811.jpg;movable type;Johannes Gutenberg;A&E Network;Time–Life;Catholic Encyclopedia;Christian era,
invsrc_0224,Timeline of historic inventions.wiki,436,Agricultural and proto-agricultural eras,Classical antiquity and medieval era,Early 15th century,1401,1500,1450,century,Coil spring,Coil spring in Europe.,Coil spring;Europe,
invsrc_0225,Timeline of historic inventions.wiki,446,Agricultural and proto-agricultural eras,Classical antiquity and medieval era,15th century,1401,1500,1450,century,Mainspring,Mainspring in Europe.,Mainspring,
invsrc_0226,Timeline of historic inventions.wiki,447,Agricultural and proto-agricultural eras,Classical antiquity and medieval era,1420s,1420,1420,1420,exact,Brace,"Brace in Flanders, Holy Roman Empire.","Brace (tool);County of Flanders;Holy Roman Empire;Lynn Townsend White, Jr.",
invsrc_0227,Timeline of historic inventions.wiki,448,Agricultural and proto-agricultural eras,Classical antiquity and medieval era,1439,1439,1439,1439,exact,Printing press,"Printing press in Mainz, Germany: The printing press is invented in the Holy Roman Empire by Johannes Gutenberg before 1440, based on existing screw presses. The first confirmed record of a press appeared in a 1439 lawsuit against Gutenberg.","Printing press;Mainz, Germany;Holy Roman Empire;Johannes Gutenberg;screw press;lawsuit",
invsrc_0228,Timeline of historic inventions.wiki,449,Agricultural and proto-agricultural eras,Classical antiquity and medieval era,Mid 15th century,1401,1500,1450,century,"Arquebus is invented, possibly","The Arquebus (also spelled Harquebus) is invented, possibly in Spain.",Arquebus,
invsrc_0229,Timeline of historic inventions.wiki,450,Agricultural and proto-agricultural eras,Classical antiquity and medieval era,1453,1453,1453,1453,exact,Large scale use of Liquation for separating silver,"First large scale use of Liquation for separating silver from silver-bearing copper at Nuremberg, Holy Roman Empire.",Liquation;silver;copper;Nuremberg;Holy Roman Empire,
invsrc_0230,Timeline of historic inventions.wiki,451,Agricultural and proto-agricultural eras,Classical antiquity and medieval era,1480s,1480,1480,1480,exact,Mariner's astrolabe,Mariner's astrolabe in Portuguese circumnavigation of Africa.,Mariner's astrolabe;Portuguese discoveries,
invsrc_0231,Timeline of historic inventions.wiki,455,Early modern era,16th century,16th century,1501,1600,1550,century,Chintz or printed clothing,"Chintz or printed clothing in Golconda, India.",Chintz;Woodblock printing;Qutb Shahi dynasty,
invsrc_0232,Timeline of historic inventions.wiki,456,Early modern era,16th century,16th century,1501,1600,1550,century,Hookah,"Hookah by Irfan Shaikh, at the court of the Mughal emperor Akbar I.",Hookah;Akbar;Encyclopedia Iranica;Hyderabad (India),
invsrc_0233,Timeline of historic inventions.wiki,457,Early modern era,16th century,1540,1540,1540,1540,exact,Rifling is first used,"Rifling is first used in firearms, after being invented in 1498.",Rifling,
invsrc_0234,Timeline of historic inventions.wiki,458,Early modern era,16th century,1560,1560,1560,1560,exact,Floating dry dock,"Floating dry dock in Venice, Venetian Republic.",Dry dock;Venice;Venetian Republic;George Sarton;Isis (journal),
invsrc_0235,Timeline of historic inventions.wiki,459,Early modern era,16th century,1569,1569,1569,1569,exact,Mercator Projection map created,Mercator Projection map created by Gerardus Mercator.,Mercator Projection;Gerardus Mercator,
invsrc_0236,Timeline of historic inventions.wiki,460,Early modern era,16th century,1589,1589,1589,1589,exact,Stocking frame: Invented,Stocking frame: Invented by William Lee.,Stocking frame;William Lee (inventor),
invsrc_0237,Timeline of historic inventions.wiki,461,Early modern era,16th century,1594,1594,1594,1594,exact,Backstaff: Invented,Backstaff: Invented by Captain John Davis.,Backstaff;John Davis (English explorer),
invsrc_0238,Timeline of historic inventions.wiki,465,Early modern era,17th century,1605,1605,1605,1605,exact,Newspaper : Johann Carolus,Newspaper (Relation): Johann Carolus in Strassburg (see also List of the oldest newspapers).,Newspaper;Relation aller Fürnemmen und gedenckwürdigen Historien;Johann Carolus;Strassburg;List of the oldest newspapers,
invsrc_0239,Timeline of historic inventions.wiki,466,Early modern era,17th century,1608,1608,1608,1608,exact,Telescope: Patent applied for by Hans Lippershey,Telescope: Patent applied for by Hans Lippershey. Actual inventor unknown since it seemed to already be a common item being offered by the spectacle makers in the Netherlands with Jacob Metius also applying for patent and the son of Zacharias Janssen making a claim 47 years later that his father invented it.,Telescope;Hans Lippershey;Jacob Metius;Zacharias Janssen,
invsrc_0240,Timeline of historic inventions.wiki,467,Early modern era,17th century,1620,1620,1620,1620,exact,Optical microscope,"Compound microscopes, which combine an objective lens with an eyepiece to view a real image, first appear in Europe. Apparently derived from the telescope, actual inventor unknown, variously attributed to Zacharias Janssen (his son claiming it was invented in 1590), Cornelis Drebbel, and Galileo Galilei.",Optical microscope;Objective (optics);eyepiece;real image;Zacharias Janssen;Cornelis Drebbel;Galileo Galilei,
invsrc_0241,Timeline of historic inventions.wiki,468,Early modern era,17th century,1630,1630,1630,1630,exact,Slide rule: invented,Slide rule: invented by William Oughtred.,Slide rule;William Oughtred,
invsrc_0242,Timeline of historic inventions.wiki,469,Early modern era,17th century,1630,1630,1630,1630,exact,Use of the flintlock,first use of the flintlock.,flintlock,
invsrc_0243,Timeline of historic inventions.wiki,470,Early modern era,17th century,1642,1642,1642,1642,exact,Mechanical calculator,Mechanical calculator. The Pascaline is built by Blaise Pascal.,Mechanical calculator;Pascaline;Blaise Pascal,
invsrc_0244,Timeline of historic inventions.wiki,471,Early modern era,17th century,1643,1643,1643,1643,exact,Barometer: invented,"Barometer: invented by Evangelista Torricelli, or possibly up to three years earlier by Gasparo Berti.",Barometer;Evangelista Torricelli;Gasparo Berti,
invsrc_0245,Timeline of historic inventions.wiki,472,Early modern era,17th century,1650,1650,1650,1650,exact,Vacuum pump: Invented,Vacuum pump: Invented by Otto von Guericke.,Vacuum pump;Otto von Guericke,
invsrc_0246,Timeline of historic inventions.wiki,473,Early modern era,17th century,1656,1656,1656,1656,exact,Pendulum clock: Invented by Christiaan Huygens,Pendulum clock: Invented by Christiaan Huygens. It was first conceptualized in 1637 by Galileo Galilei but he was unable to create a working model.,Pendulum clock;Christiaan Huygens;Galileo Galilei,
invsrc_0247,Timeline of historic inventions.wiki,474,Early modern era,17th century,1668,1668,1668,1668,exact,Functional reflecting telescope constructed,First functional reflecting telescope constructed by Isaac Newton.,reflecting telescope;Isaac Newton,
invsrc_0248,Timeline of historic inventions.wiki,475,Early modern era,17th century,1679,1679,1679,1679,exact,Pressure-cooker: Invented,Pressure-cooker: Invented by Denis Papin.,Pressure-cooker;Denis Papin,
invsrc_0249,Timeline of historic inventions.wiki,476,Early modern era,17th century,1680,1680,1680,1680,exact,Christiaan Huygens,Christiaan Huygens provides the first known description of a piston engine.,Christiaan Huygens;Gunpowder engine,
invsrc_0250,Timeline of historic inventions.wiki,477,Early modern era,17th century,1698,1698,1698,1698,exact,Thomas Savery,Thomas Savery develops a steam-powered water pump: for draining mines.,Thomas Savery,
invsrc_0251,Timeline of historic inventions.wiki,480,Early modern era,18th century,1709,1709,1709,1709,exact,Bartolomeo Cristofori,"Bartolomeo Cristofori crafts the first piano, which became a leading instrument of Western art music.",Bartolomeo Cristofori;piano,
invsrc_0252,Timeline of historic inventions.wiki,481,Early modern era,18th century,1712,1712,1712,1712,exact,Thomas Newcomen,Thomas Newcomen builds the first commercial steam engine to pump water out of mines.,Thomas Newcomen,
invsrc_0253,Timeline of historic inventions.wiki,482,Early modern era,18th century,1738,1738,1738,1738,exact,Lewis Paul,"Lewis Paul and John Wyatt invent the first mechanized cotton spinning machine, helping to establish the British textile industry.",Lewis Paul;John Wyatt (inventor);Paul-Wyatt cotton mills,
invsrc_0254,Timeline of historic inventions.wiki,483,Early modern era,18th century,1745,1745,1745,1745,exact,Pieter van Musschenbroek,"Musschenbroek and Kleist independently develop the Leyden jar, an early form of capacitor.",Pieter van Musschenbroek;Ewald Georg von Kleist;Leyden jar;capacitor,
invsrc_0255,Timeline of historic inventions.wiki,484,Early modern era,18th century,1746,1746,1746,1746,exact,John Roebuck,"John Roebuck invents the lead chamber process, mass producing sulfuric acid for manufacturing.",John Roebuck;lead chamber process,
invsrc_0256,Timeline of historic inventions.wiki,485,Early modern era,18th century,1755,1755,1755,1755,exact,William Cullen invents the first artificial refrigeration machine,William Cullen invents the first artificial refrigeration machine.,William Cullen;refrigeration,
invsrc_0257,Timeline of historic inventions.wiki,486,Early modern era,18th century,1764,1764,1764,1764,exact,James Hargreaves,"James Hargreaves invents the spinning jenny, revolutionizing textile production during the Industrial Revolution.",James Hargreaves;spinning jenny;Industrial Revolution,
invsrc_0258,Timeline of historic inventions.wiki,487,Early modern era,18th century,1769,1769,1769,1769,exact,Nicolas-Joseph Cugnot,"Nicolas-Joseph Cugnot invents the first steam-powered vehicle capable of carrying passengers, an early car.",Nicolas-Joseph Cugnot;car,
invsrc_0259,Timeline of historic inventions.wiki,488,Early modern era,18th century,1774,1774,1774,1774,exact,"John Wilkinson invents his boring machine, considered","John Wilkinson invents his boring machine, considered by some to be the first machine tool.",John Wilkinson (industrialist);boring (manufacturing);machine tool,
invsrc_0260,Timeline of historic inventions.wiki,489,Early modern era,18th century,1775,1775,1775,1775,exact,Jesse Ramsden invents the modern screw-cutting lathe,Jesse Ramsden invents the modern screw-cutting lathe.,Jesse Ramsden;screw-cutting lathe,
invsrc_0261,Timeline of historic inventions.wiki,490,Early modern era,18th century,1776,1776,1776,1776,exact,John Wilkinson,John Wilkinson invents a mechanical air compressor that would become the prototype for all later mechanical compressors.,John Wilkinson (industrialist);air compressor,
invsrc_0262,Timeline of historic inventions.wiki,491,Early modern era,18th century,1780,1780,1780,1780,exact,Hyder Ali,"Hyder Ali of Mysore, India develops the first metal-cylinder rockets.",Hyder Ali;Kingdom of Mysore;Mysorean rockets,
invsrc_0263,Timeline of historic inventions.wiki,492,Early modern era,18th century,1783,1783,1783,1783,exact,Claude de Jouffroy builds the first steamboat,Claude de Jouffroy builds the first steamboat.,Claude de Jouffroy;steamboat,
invsrc_0264,Timeline of historic inventions.wiki,493,Early modern era,18th century,1783,1783,1783,1783,exact,Montgolfier brothers,Joseph-Ralf and Jacques-Étienne Montgolfier build the first manned hot air balloon.,Montgolfier brothers;hot air balloon,
invsrc_0265,Timeline of historic inventions.wiki,494,Early modern era,18th century,1783,1783,1783,1783,exact,Louis-Sébastien Lenormand,Louis-Sébastien Lenormand invents and uses the first modern parachute.,Louis-Sébastien Lenormand;parachute,
invsrc_0266,Timeline of historic inventions.wiki,495,Early modern era,18th century,1785,1785,1785,1785,exact,Martinus van Marum,Martinus van Marum is the first to use the electrolysis technique.,Martinus van Marum;electrolysis,
invsrc_0267,Timeline of historic inventions.wiki,496,Early modern era,18th century,1786,1786,1786,1786,exact,Andrew Meikle invents the threshing machine,Andrew Meikle invents the threshing machine.,Andrew Meikle;threshing machine,
invsrc_0268,Timeline of historic inventions.wiki,497,Early modern era,18th century,1789,1789,1789,1789,exact,Edmund Cartwright invents the power loom,Edmund Cartwright invents the power loom.,Edmund Cartwright;power loom,
invsrc_0269,Timeline of historic inventions.wiki,498,Early modern era,18th century,1792,1792,1792,1792,exact,Claude Chappe invents the semaphore telegraph,Claude Chappe invents the semaphore telegraph.,Claude Chappe;Chappe telegraph,
invsrc_0270,Timeline of historic inventions.wiki,499,Early modern era,18th century,1793,1793,1793,1793,exact,Eli Whitney invents the modern cotton gin,Eli Whitney invents the modern cotton gin.,Eli Whitney;cotton gin,
invsrc_0271,Timeline of historic inventions.wiki,500,Early modern era,18th century,1795,1795,1795,1795,exact,Joseph Bramah invents the hydraulic press,Joseph Bramah invents the hydraulic press.,Joseph Bramah;hydraulic press,
invsrc_0272,Timeline of historic inventions.wiki,501,Early modern era,18th century,1796,1796,1796,1796,exact,Alois Senefelder invents the lithography printing technique,Alois Senefelder invents the lithography printing technique.,Alois Senefelder;lithography,
invsrc_0273,Timeline of historic inventions.wiki,502,Early modern era,18th century,1796,1796,1796,1796,exact,Edward Jenner,Edward Jenner invented the vaccine and inoculates an individual for smallpox.,Edward Jenner;vaccine;smallpox,
invsrc_0274,Timeline of historic inventions.wiki,503,Early modern era,18th century,1799,1799,1799,1799,exact,Paper machine is invented,The first paper machine is invented by Louis-Nicolas Robert.,paper machine;Louis-Nicolas Robert,
invsrc_0275,Timeline of historic inventions.wiki,509,Late modern period,19th century,1800,1800,1800,1800,exact,Alessandro Volta,"Alessandro Volta invents the voltaic pile, an early form of battery in Italy, based on previous works by Luigi Galvani.",Alessandro Volta;voltaic pile;Battery (electricity);Italy;Luigi Galvani,
invsrc_0276,Timeline of historic inventions.wiki,510,Late modern period,19th century,1802,1802,1802,1802,exact,Humphry Davy invents the arc lamp,Humphry Davy invents the arc lamp (exact date unclear; not practical as a light source until the invention of efficient electric generators).,Humphry Davy;arc lamp,
invsrc_0277,Timeline of historic inventions.wiki,511,Late modern period,19th century,1804,1804,1804,1804,exact,Friedrich Sertürner,Friedrich Sertürner discovers morphine as the first active alkaloid extracted from the opium poppy plant.,Friedrich Sertürner;morphine,
invsrc_0278,Timeline of historic inventions.wiki,512,Late modern period,19th century,1804,1804,1804,1804,exact,Joseph Marie Jacquard develops his automated Jacquard loom,Joseph Marie Jacquard develops his automated Jacquard loom.,Joseph Marie Jacquard;Jacquard loom,
invsrc_0279,Timeline of historic inventions.wiki,513,Late modern period,19th century,1804,1804,1804,1804,exact,Richard Trevithick invents the steam locomotive,Richard Trevithick invents the steam locomotive.,Richard Trevithick;steam locomotive,
invsrc_0280,Timeline of historic inventions.wiki,514,Late modern period,19th century,1804,1804,1804,1804,exact,Hanaoka Seishū,"Hanaoka Seishū creates tsūsensan, the first modern general anesthetic.",Hanaoka Seishū;general anesthetic,
invsrc_0281,Timeline of historic inventions.wiki,515,Late modern period,19th century,1807,1807,1807,1807,exact,Nicéphore Niépce,Nicéphore Niépce invents an early internal combustion engine capable of doing useful work.,Nicéphore Niépce;internal combustion engine,
invsrc_0282,Timeline of historic inventions.wiki,516,Late modern period,19th century,1807,1807,1807,1807,exact,François Isaac de Rivaz,François Isaac de Rivaz designs the first automobile powered by an internal combustion engine fuelled by hydrogen.,François Isaac de Rivaz;internal combustion engine;hydrogen,
invsrc_0283,Timeline of historic inventions.wiki,517,Late modern period,19th century,1807,1807,1807,1807,exact,Robert Fulton,Robert Fulton expands water transportation and trade with the workable steamboat.,Robert Fulton,
invsrc_0284,Timeline of historic inventions.wiki,521,Late modern period,19th century,1810,1810,1810,1810,exact,Nicolas Appert invents the canning process for food,Nicolas Appert invents the canning process for food.,Nicolas Appert;canning,
invsrc_0285,Timeline of historic inventions.wiki,522,Late modern period,19th century,1810,1810,1810,1810,exact,Abraham-Louis Breguet creates the first wristwatch,Abraham-Louis Breguet creates the first wristwatch.,Abraham-Louis Breguet,
invsrc_0286,Timeline of historic inventions.wiki,523,Late modern period,19th century,1811,1811,1811,1811,exact,Friedrich Koenig,"Friedrich Koenig invents the first powered printing press, which was also the first to use a cylinder.",Friedrich Koenig;printing press,
invsrc_0287,Timeline of historic inventions.wiki,524,Late modern period,19th century,1812,1812,1812,1812,exact,William Reid Clanny,William Reid Clanny pioneered the invention of the safety lamp which he improved in later years. Safety lamps based on Clanny's improved design were used until the adoption of electric lamps.,William Reid Clanny;safety lamp,
invsrc_0288,Timeline of historic inventions.wiki,525,Late modern period,19th century,1814,1814,1814,1814,exact,James Fox,"James Fox invents the modern planing machine, though Matthew Murray of Leeds and Richard Roberts of Manchester have also been credited at times with its invention.",James Fox (engineer);Planer (metalworking);Matthew Murray;Leeds;Richard Roberts (engineer);Manchester,
invsrc_0289,Timeline of historic inventions.wiki,526,Late modern period,19th century,1816,1816,1816,1816,exact,René Laennec invents the first Stethoscope,René Laennec invents the first Stethoscope.,René Laennec;Stethoscope,
invsrc_0290,Timeline of historic inventions.wiki,527,Late modern period,19th century,1816,1816,1816,1816,exact,Francis Ronalds,Francis Ronalds builds the first working electric telegraph using electrostatic means.,Francis Ronalds;electric telegraph;electrostatic,
invsrc_0291,Timeline of historic inventions.wiki,528,Late modern period,19th century,1816,1816,1816,1816,exact,Robert Stirling invents the Stirling engine,Robert Stirling invents the Stirling engine.,Robert Stirling;Stirling engine,
invsrc_0292,Timeline of historic inventions.wiki,529,Late modern period,19th century,1817,1817,1817,1817,exact,Karl von Drais,"Baron Karl von Drais invents the dandy horse, an early velocipede and precursor to the modern bicycle.",Karl von Drais;dandy horse;velocipede;bicycle,
invsrc_0293,Timeline of historic inventions.wiki,530,Late modern period,19th century,1818,1818,1818,1818,exact,Marc Isambard Brunel invents the tunnelling shield,Marc Isambard Brunel invents the tunnelling shield.,Marc Isambard Brunel;tunnelling shield,
invsrc_0294,Timeline of historic inventions.wiki,533,Late modern period,19th century,1822,1822,1822,1822,exact,Thomas Blanchard invents the pattern-tracing lathe,"Thomas Blanchard invents the pattern-tracing lathe (actually more like a shaper). The lathe can copy symmetrical shapes and is used for making gun stocks, and later, ax handles.",Thomas Blanchard (inventor);shaper,
invsrc_0295,Timeline of historic inventions.wiki,545,Late modern period,19th century,1822,1822,1822,1822,exact,"Nicéphore Niépce invents Heliography, the first photographic process","Nicéphore Niépce invents Heliography, the first photographic process.",Nicéphore Niépce;Heliography,
invsrc_0296,Timeline of historic inventions.wiki,546,Late modern period,19th century,1822,1822,1822,1822,exact,Charles Babbage,"Charles Babbage, considered the ""father of the computer"", begins building the first programmable mechanical computer.",Charles Babbage;computer pioneer;mechanical computer,
invsrc_0297,Timeline of historic inventions.wiki,547,Late modern period,19th century,1823,1823,1823,1823,exact,Johann Wolfgang Döbereiner invents the first lighter,Johann Wolfgang Döbereiner invents the first lighter.,Johann Wolfgang Döbereiner;Döbereiner's lamp,
invsrc_0298,Timeline of historic inventions.wiki,548,Late modern period,19th century,1824,1824,1824,1824,exact,Johann Nikolaus von Dreyse invents the bolt-action rifle,Johann Nikolaus von Dreyse invents the bolt-action rifle.,Johann Nikolaus von Dreyse;bolt action,
invsrc_0299,Timeline of historic inventions.wiki,549,Late modern period,19th century,1824,1824,1824,1824,exact,William Sturgeon invents the electromagnet,William Sturgeon invents the electromagnet.,William Sturgeon;electromagnet,
invsrc_0300,Timeline of historic inventions.wiki,550,Late modern period,19th century,1826,1826,1826,1826,exact,John Walker invents the friction match,John Walker invents the friction match.,John Walker (inventor);match,
invsrc_0301,Timeline of historic inventions.wiki,551,Late modern period,19th century,1826,1826,1826,1826,exact,Gas stove,James Sharp invents and goes on to manufacture the first practical gas stove.,gas stove,
invsrc_0302,Timeline of historic inventions.wiki,552,Late modern period,19th century,1828,1828,1828,1828,exact,James Beaumont Neilson develops the hot blast process,James Beaumont Neilson develops the hot blast process.,James Beaumont Neilson;hot blast,
invsrc_0303,Timeline of historic inventions.wiki,553,Late modern period,19th century,1828,1828,1828,1828,exact,Patrick Bell invents the reaping machine,Patrick Bell invents the reaping machine.,Patrick Bell;reaping machine,
invsrc_0304,Timeline of historic inventions.wiki,554,Late modern period,19th century,1828,1828,1828,1828,exact,Ányos Jedlik,Hungarian physicist Ányos Jedlik invents the first commutated rotary electromechanical machine with electromagnets.,Ányos Jedlik;Timeline of the electric motor,
invsrc_0305,Timeline of historic inventions.wiki,555,Late modern period,19th century,1829,1829,1829,1829,exact,Louis Braille,Louis Braille invents the Braille reading system for the blind.,Louis Braille;Braille,
invsrc_0306,Timeline of historic inventions.wiki,556,Late modern period,19th century,1829,1829,1829,1829,exact,William Mann invents the compound air compressor,William Mann invents the compound air compressor.,air compressor,
invsrc_0307,Timeline of historic inventions.wiki,557,Late modern period,19th century,1829,1829,1829,1829,exact,Henry Robinson Palmer,Henry Robinson Palmer is awarded a patent for corrugated galvanised iron.,Henry Robinson Palmer;corrugated galvanised iron,
invsrc_0308,Timeline of historic inventions.wiki,560,Late modern period,19th century,1830,1830,1830,1830,exact,Edwin Budding invents the lawn mower,Edwin Budding invents the lawn mower.,Edwin Budding;lawn mower,
invsrc_0309,Timeline of historic inventions.wiki,561,Late modern period,19th century,1831,1831,1831,1831,exact,Michael Faraday invents a method of electromagnetic induction,Michael Faraday invents a method of electromagnetic induction. It would be independently invented by Joseph Henry the following year. Faraday is credited with inventing the first electric generator called the Faraday disk.,Michael Faraday;electromagnetic induction;Joseph Henry;electric generator;Homopolar generator,
invsrc_0310,Timeline of historic inventions.wiki,562,Late modern period,19th century,1833,1833,1833,1833,exact,Charles Babbage,"Charles Babbage introduces his ""mechanical calculating machine"", the first mechanical computer.",Charles Babbage;mechanical calculating machine,
invsrc_0311,Timeline of historic inventions.wiki,563,Late modern period,19th century,1834,1834,1834,1834,exact,Moritz von Jacobi,Moritz von Jacobi invents the first practical electric motor.,Moritz von Jacobi;electric motor,
invsrc_0312,Timeline of historic inventions.wiki,564,Late modern period,19th century,1835,1835,1835,1835,exact,Joseph Henry invents the electromechanical relay,Joseph Henry invents the electromechanical relay.,Joseph Henry;relay,
invsrc_0313,Timeline of historic inventions.wiki,565,Late modern period,19th century,1837,1837,1837,1837,exact,Samuel Morse invents Morse code,Samuel Morse invents Morse code.,Samuel Morse;Morse code,
invsrc_0314,Timeline of historic inventions.wiki,566,Late modern period,19th century,1838,1838,1838,1838,exact,Moritz von Jacobi invents electrotyping,Moritz von Jacobi invents electrotyping.,Moritz von Jacobi;electrotyping,
